User ID,session_id,Timestamp,Event Name,Event Parameters,Campaign ID,Stream Name,Page URL,Country,Is Conversion
00002,00002,1779879327857,begin_checkout,"{""value"": 800, ""currency"": ""USD"", ""item_id"": 1234}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00002,00002,1779879415117,add_payment_info,"{""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00002,00002,1779879484558,purchase,"{""transaction_id"": ""T-10001"", ""value"": 800, ""currency"": ""USD"", ""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00003,00001,1781536090000,landing_page,"{""page_title"": ""Home""}",GADS_H&M_DISPLAY_TRAFFIC_US_FLORIDA_SUMMER,XYZ Ecommerce,www.xyz.com/,US,False
00003,00001,1781536151554,page_view,"{""page_title"": ""Home""}",,XYZ Ecommerce,www.xyz.com/,US,False
00003,00001,1781536161521,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00001,00002,1782763984000,landing_page,"{""page_title"": ""Contact""}",META_XYZ_STORY_TRAFFIC_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00001,00002,1782764049577,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00001,00002,1782764121794,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00004,00001,1781448542000,landing_page,"{""page_title"": ""PDP""}",GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00004,00001,1781448599856,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00004,00001,1781448682820,view_item_list,"{""item_list_name"": ""summer"", ""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00004,00001,1781448695867,view_item,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/shirt/1238,US,False
00004,00001,1781448763060,add_to_cart,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5, ""quantity"": 1, ""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00004,00001,1781448830946,begin_checkout,"{""value"": 40, ""currency"": ""USD"", ""item_id"": 1238}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00004,00001,1781448844505,add_payment_info,"{""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00004,00001,1781448884712,purchase,"{""transaction_id"": ""T-10002"", ""value"": 40, ""currency"": ""USD"", ""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00004,00001,1781448960699,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00005,00001,1780591720000,landing_page,"{""page_title"": ""PDP""}",GADS_XYZ_SEARCH_CONVERSION_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00005,00001,1780591752884,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00005,00001,1780591800802,scroll,"{""percent_scrolled"": 90}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00005,00001,1780591847392,view_promotion,"{""promotion_name"": ""Summer Sale 20""}",,XYZ Ecommerce,www.xyz.com/,US,False
00005,00001,1780591935756,view_item,"{""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00005,00001,1780592011516,add_to_cart,"{""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200, ""quantity"": 1, ""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00005,00001,1780592038159,begin_checkout,"{""value"": 800, ""currency"": ""USD"", ""item_id"": 1234}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00005,00001,1780592106921,add_payment_info,"{""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00005,00001,1780592199606,purchase,"{""transaction_id"": ""T-10003"", ""value"": 800, ""currency"": ""USD"", ""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00005,00001,1780592266810,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00005,00002,1778063126000,landing_page,"{""page_title"": ""Contact""}",GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00005,00002,1778063157445,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00005,00002,1778063225041,scroll,"{""percent_scrolled"": 50}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00005,00002,1778063244861,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00006,00001,1779014746000,landing_page,"{""page_title"": ""Home""}",META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/,US,False
00006,00001,1779014812903,page_view,"{""page_title"": ""Home""}",,XYZ Ecommerce,www.xyz.com/,US,False
00006,00001,1779014832084,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00005,00003,1780482275000,landing_page,"{""page_title"": ""PLP""}",GADS_XYZ_SEARCH_CONVERSION_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00005,00003,1780482288754,page_view,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00005,00003,1780482316426,view_item,"{""item_id"": 1237, ""item_name"": ""tote bag"", ""brand"": ""XYZ"", ""price"": 65, ""discount"": 0}",,XYZ Ecommerce,www.xyz.com/bag/1237,US,False
00005,00003,1780482343379,select_item,"{""item_id"": 1237, ""item_name"": ""tote bag""}",,XYZ Ecommerce,www.xyz.com/bag/1237,US,False
00005,00003,1780482374823,add_to_cart,"{""item_id"": 1237, ""item_name"": ""tote bag"", ""brand"": ""XYZ"", ""price"": 65, ""discount"": 0, ""quantity"": 1, ""value"": 65, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00005,00003,1780482389548,begin_checkout,"{""value"": 65, ""currency"": ""USD"", ""item_id"": 1237}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00005,00003,1780482452543,add_payment_info,"{""value"": 65, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00005,00003,1780482500921,purchase,"{""transaction_id"": ""T-10004"", ""value"": 65, ""currency"": ""USD"", ""item_id"": 1237, ""item_name"": ""tote bag"", ""brand"": ""XYZ"", ""price"": 65, ""discount"": 0}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00007,00001,1779271677000,landing_page,"{""page_title"": ""PDP""}",META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00007,00001,1779271711588,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00007,00001,1779271721188,scroll,"{""percent_scrolled"": 75}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00007,00001,1779271729941,view_item,"{""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20}",,XYZ Ecommerce,www.xyz.com/sunglasses/1235,US,False
00007,00001,1779271802620,add_to_cart,"{""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20, ""quantity"": 1, ""value"": 160, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00007,00001,1779271841799,begin_checkout,"{""value"": 160, ""currency"": ""USD"", ""item_id"": 1235}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00007,00001,1779271878225,add_payment_info,"{""value"": 160, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00007,00001,1779271963408,purchase,"{""transaction_id"": ""T-10005"", ""value"": 160, ""currency"": ""USD"", ""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00008,00001,1781283615000,landing_page,"{""page_title"": ""PLP""}",META_FOREVER21_SEARCH_RETARGETING_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00008,00001,1781283659452,page_view,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00008,00001,1781283686884,view_promotion,"{""promotion_name"": ""Summer Sale 20""}",,XYZ Ecommerce,www.xyz.com/,US,False
00008,00001,1781283702101,view_item,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/shirt/1238,US,False
00008,00001,1781283714914,add_to_cart,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5, ""quantity"": 1, ""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00008,00001,1781283741968,begin_checkout,"{""value"": 40, ""currency"": ""USD"", ""item_id"": 1238}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00008,00001,1781283754218,add_payment_info,"{""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00008,00001,1781283837989,purchase,"{""transaction_id"": ""T-10006"", ""value"": 40, ""currency"": ""USD"", ""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00009,00001,1782206771000,landing_page,"{""page_title"": ""PDP""}",META_FOREVER21_SEARCH_RETARGETING_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00009,00001,1782206816274,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00009,00001,1782206847528,view_item,"{""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20}",,XYZ Ecommerce,www.xyz.com/sunglasses/1235,US,False
00009,00001,1782206931414,add_to_cart,"{""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20, ""quantity"": 1, ""value"": 160, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00009,00001,1782206986624,begin_checkout,"{""value"": 160, ""currency"": ""USD"", ""item_id"": 1235}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00009,00001,1782206999321,add_payment_info,"{""value"": 160, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00009,00001,1782207019527,purchase,"{""transaction_id"": ""T-10007"", ""value"": 160, ""currency"": ""USD"", ""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00010,00001,1781862507000,landing_page,"{""page_title"": ""Home""}",GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,XYZ Ecommerce,www.xyz.com/,US,False
00010,00001,1781862576710,page_view,"{""page_title"": ""Home""}",,XYZ Ecommerce,www.xyz.com/,US,False
00010,00001,1781862627860,scroll,"{""percent_scrolled"": 75}",,XYZ Ecommerce,www.xyz.com/,US,False
00010,00001,1781862704941,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00011,00001,1779874606000,landing_page,"{""page_title"": ""Contact""}",META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00011,00001,1779874625491,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00011,00001,1779874689465,scroll,"{""percent_scrolled"": 75}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00011,00001,1779874777267,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00006,00002,1782297576000,landing_page,"{""page_title"": ""Contact""}",META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00006,00002,1782297666818,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00006,00002,1782297754694,scroll,"{""percent_scrolled"": 50}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00006,00002,1782297793197,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00012,00001,1781538050000,landing_page,"{""page_title"": ""Contact""}",GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00012,00001,1781538085175,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00012,00001,1781538147521,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00013,00001,1779914413000,landing_page,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00013,00001,1779914504967,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00013,00001,1779914546314,scroll,"{""percent_scrolled"": 75}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00013,00001,1779914596771,view_item,"{""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00013,00001,1779914619691,add_to_cart,"{""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200, ""quantity"": 1, ""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00013,00001,1779914671375,begin_checkout,"{""value"": 800, ""currency"": ""USD"", ""item_id"": 1234}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00013,00001,1779914724117,add_payment_info,"{""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00013,00001,1779914784027,purchase,"{""transaction_id"": ""T-10008"", ""value"": 800, ""currency"": ""USD"", ""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00004,00002,1781618001000,landing_page,"{""page_title"": ""Contact""}",META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00004,00002,1781618071193,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00004,00002,1781618163819,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00009,00002,1778333390000,landing_page,"{""page_title"": ""PLP""}",META_FOREVER21_SEARCH_RETARGETING_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00009,00002,1778333405342,page_view,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00009,00002,1778333454695,view_item_list,"{""item_list_name"": ""summer"", ""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00009,00002,1778333538375,view_promotion,"{""promotion_name"": ""Summer Sale 20""}",,XYZ Ecommerce,www.xyz.com/,US,False
00009,00002,1778333589854,view_item,"{""item_id"": 1237, ""item_name"": ""tote bag"", ""brand"": ""XYZ"", ""price"": 65, ""discount"": 0}",,XYZ Ecommerce,www.xyz.com/bag/1237,US,False
00009,00002,1778333644200,add_to_cart,"{""item_id"": 1237, ""item_name"": ""tote bag"", ""brand"": ""XYZ"", ""price"": 65, ""discount"": 0, ""quantity"": 1, ""value"": 65, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00009,00002,1778333660878,begin_checkout,"{""value"": 65, ""currency"": ""USD"", ""item_id"": 1237}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00009,00002,1778333688447,add_payment_info,"{""value"": 65, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00009,00002,1778333733207,purchase,"{""transaction_id"": ""T-10009"", ""value"": 65, ""currency"": ""USD"", ""item_id"": 1237, ""item_name"": ""tote bag"", ""brand"": ""XYZ"", ""price"": 65, ""discount"": 0}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00011,00002,1782233590000,landing_page,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00011,00002,1782233677388,page_view,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00011,00002,1782233725795,scroll,"{""percent_scrolled"": 25}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00011,00002,1782233788041,view_promotion,"{""promotion_name"": ""Summer Sale 20""}",,XYZ Ecommerce,www.xyz.com/,US,False
00011,00002,1782233807417,view_item,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/shirt/1238,US,False
00011,00002,1782233846565,add_to_cart,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5, ""quantity"": 1, ""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00011,00002,1782233903269,begin_checkout,"{""value"": 40, ""currency"": ""USD"", ""item_id"": 1238}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00011,00002,1782233970501,add_payment_info,"{""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00011,00002,1782234018167,purchase,"{""transaction_id"": ""T-10010"", ""value"": 40, ""currency"": ""USD"", ""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00014,00001,1778748552000,landing_page,"{""page_title"": ""Contact""}",GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/contact,US,False
00014,00001,1778748563268,page_view,"{""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,False
00014,00001,1778748636811,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
00009,00003,1778417360000,landing_page,"{""page_title"": ""PDP""}",META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00009,00003,1778417380878,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/glasses/1235,US,False
00009,00003,1778417393669,view_promotion,"{""promotion_name"": ""Summer Sale 20""}",,XYZ Ecommerce,www.xyz.com/,US,False
00009,00003,1778417461879,view_item,"{""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20}",,XYZ Ecommerce,www.xyz.com/sunglasses/1235,US,False
00009,00003,1778417538343,add_to_cart,"{""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20, ""quantity"": 1, ""value"": 160, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00009,00003,1778417561525,begin_checkout,"{""value"": 160, ""currency"": ""USD"", ""item_id"": 1235}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00009,00003,1778417570063,add_payment_info,"{""value"": 160, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00009,00003,1778417618823,purchase,"{""transaction_id"": ""T-10011"", ""value"": 160, ""currency"": ""USD"", ""item_id"": 1235, ""item_name"": ""sunglasses"", ""brand"": ""Forever21"", ""price"": 180, ""discount"": 20}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00014,00002,1782724889000,landing_page,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00014,00002,1782724910513,page_view,"{""page_title"": ""PDP""}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00014,00002,1782724921459,scroll,"{""percent_scrolled"": 75}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00014,00002,1782724971517,view_item,"{""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00014,00002,1782725017077,select_item,"{""item_id"": 1234, ""item_name"": ""shoes""}",,XYZ Ecommerce,www.xyz.com/shoes/1234,US,False
00014,00002,1782725061338,add_to_cart,"{""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200, ""quantity"": 1, ""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00014,00002,1782725139104,begin_checkout,"{""value"": 800, ""currency"": ""USD"", ""item_id"": 1234}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00014,00002,1782725188935,add_payment_info,"{""value"": 800, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00014,00002,1782725254752,purchase,"{""transaction_id"": ""T-10012"", ""value"": 800, ""currency"": ""USD"", ""item_id"": 1234, ""item_name"": ""shoes"", ""brand"": ""Forerver21"", ""price"": 1000, ""discount"": 200}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00015,00001,1781266020000,landing_page,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00015,00001,1781266101351,page_view,"{""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00015,00001,1781266180461,scroll,"{""percent_scrolled"": 50}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00015,00001,1781266230205,view_item_list,"{""item_list_name"": ""summer"", ""page_title"": ""PLP""}",,XYZ Ecommerce,www.xyz.com/collections/summer,US,False
00015,00001,1781266275333,view_item,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/shirt/1238,US,False
00015,00001,1781266305782,add_to_cart,"{""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5, ""quantity"": 1, ""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/cart,US,False
00015,00001,1781266323119,begin_checkout,"{""value"": 40, ""currency"": ""USD"", ""item_id"": 1238}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00015,00001,1781266371931,add_payment_info,"{""value"": 40, ""currency"": ""USD""}",,XYZ Ecommerce,www.xyz.com/checkout,US,False
00015,00001,1781266460312,purchase,"{""transaction_id"": ""T-10013"", ""value"": 40, ""currency"": ""USD"", ""item_id"": 1238, ""item_name"": ""linen shirt"", ""brand"": ""H&M"", ""price"": 45, ""discount"": 5}",,XYZ Ecommerce,www.xyz.com/checkout,US,True
00016,00001,1782575863000,landing_page,"{""page_title"": ""Home""}",META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,XYZ Ecommerce,www.xyz.com/,US,False
00016,00001,1782575878051,page_view,"{""page_title"": ""Home""}",,XYZ Ecommerce,www.xyz.com/,US,False
00016,00001,1782575909510,scroll,"{""percent_scrolled"": 90}",,XYZ Ecommerce,www.xyz.com/,US,False
00016,00001,1782575995644,contact_us_form,"{""form_id"": ""contact_us"", ""form_name"": ""Contact Us"", ""page_title"": ""Contact""}",,XYZ Ecommerce,www.xyz.com/contact,US,True
